,train_cls,train_bbox_loss,val_cls,val_bbox_loss
0,6.264989190190844,0.9674034936512335,2.3021251764148474,0.9145098906010389
1,2.302126643067834,0.7954752706688308,2.3021244760602713,0.7655970463529229
2,2.3021245899914207,0.6578297784199586,2.3021244425326586,0.6320203768555075
3,2.302125489141738,0.5690135198670465,2.3021244406700134,0.6049874699674547
4,2.302124454177095,0.5055155350116087,2.302124410867691,0.5137300884816796
5,2.302124456655459,0.4713722976106616,2.3021244145929813,0.4983109717722982
6,2.302124454672768,0.44698910969706435,2.302124410867691,0.4965010385494679
7,2.3021244373242227,0.426521811781455,2.302124410867691,0.47666883654892445
8,2.3021244467420043,0.41222106276579557,2.302124412730336,0.4871190672274679
9,2.302124456655459,0.39804075116179344,2.3021244145929813,0.44466918031685054
10,2.302124434350186,0.38294839611172427,2.3021244294941425,0.4172704491065815
11,2.3021244675602586,0.36973700488059785,2.302124410867691,0.39168752590194345
12,2.3021244393069136,0.36331173972751396,2.302124410867691,0.4105967020150274
13,2.302124427410768,0.34442741691818357,2.302124412730336,0.40281018358655274
14,2.302124427906441,0.3337860465855212,2.302124412730336,0.4075457063736394
15,2.30212443137615,0.3239728634607767,2.302124412730336,0.3674992605810985
16,2.3021244264194225,0.3027277338529575,2.302124410867691,0.4204221398103982
17,2.3021244338545137,0.3016827793292345,2.302124410867691,0.380532392882742
18,2.302124427410768,0.2909514031638227,2.302124410867691,0.36168653948698193
19,2.302124432367495,0.2817931222785535,2.302124410867691,0.406272399937734
20,2.3021244288977862,0.2754163702721407,2.302124409005046,0.3878417848609388
21,2.3021244264194225,0.26880597552427876,2.302124409005046,0.37874883017502725
22,2.3021244269150953,0.2568329932659926,2.302124409005046,0.42965690488927066
23,2.3021244288977862,0.2526826275795264,2.302124409005046,0.3957069612806663
24,2.3021244284021134,0.20989773479791787,2.302124409005046,0.35979586199391633
25,2.302124427906441,0.1991500223283956,2.302124409005046,0.3596378619549796
26,2.3021244269150953,0.18520961179864628,2.302124409005046,0.36846501810941845
27,2.302124429393459,0.17865028920081946,2.302124409005046,0.3623263976769522
28,2.302124432367495,0.1722859570489356,2.302124410867691,0.36047201871406287
29,2.3021244284021134,0.17008114440401478,2.302124409005046,0.3597173548769206
30,2.3021244353415318,0.1721969472008163,2.302124409005046,0.3608793675666675
31,2.3021244254280773,0.16870461418264374,2.302124409005046,0.35847502725664526
32,2.3021244288977862,0.15976004676579686,2.302124409005046,0.3617579621495679
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
